MitocartaID	MitocartaGene	UniprotNameMatches	UniprotBlastID	UniprotBlastName	BlastIdentity	BlastIdentityNoGaps	BlastCoverage
NP_078959	TEFM	1	Q96QE5	TEFM	1	1	1
NP_079034	AGMAT	0	Q9BSE5	SPEB	1	1	1
NP_079081	RBFA	1	Q8N0V3	RBFA	1	1	1
NP_079114	THNSL1	0	Q8IYQ7	THNS1	1	1	1
NP_079140	MRM1	1	Q6IN84	MRM1	1	1	1
NP_079160	L2HGDH	0	Q9H9P8	L2HDH	1	1	1
NP_079235	SLC8B1	0	Q6J4K2	NCLX	1	1	1
NP_079236	PANK2	1	Q9BZ23	PANK2	1	1	1
NP_079272	GFM1	0	Q96RP9	EFGM	1	1	1
NP_079412	OPA3	1	Q9H6K4	OPA3	1	1	1
NP_079423	COQ10B	0	Q9H8M1	CQ10B	1	1	1
NP_079426	TARS2	0	Q9BW92	SYTM	1	1	1
NP_079472	GRPEL1	0	Q9HAV7	GRPE1	1	1	1
NP_079478	EFHD1	1	Q9BUP0	EFHD1	1	1	1
NP_085056	CYB5B	1	O43169	CYB5B	1	1	1
NP_110407	SLC25A32	0	Q9H2D1	MFTC	1	1	1
NP_110425	RCC1L	1	Q96I51	RCC1L	1	1	1
NP_110438	MRPS26	0	Q9BYN8	RT26	1	1	1
NP_112202	ISCA1	1	Q9BUE6	ISCA1	1	1	1
NP_112485	FAHD1	1	Q6P587	FAHD1	1	1	1
NP_112486	QTRT1	0	Q9BXR0	TGT	1	1	1
NP_112489	SLC25A28	0	Q96A46	MFRN2	1	1	1
NP_112496	HDHD3	1	Q9BSH5	HDHD3	1	1	1
NP_112570	MRPS15	0	P82914	RT15	1	1	1
NP_112581	SLC25A31	0	Q9H0C2	ADT4	1	1	1
NP_113608	MRPL9	0	Q9BYD2	RM09	1	1	1
NP_113642	SELENOO	0	Q9BVL4	SELO	1	1	1
NP_113651	HSDL1	1	Q3SXM5	HSDL1	1	1	1
NP_113669	SLC25A18	0	Q9H1K4	GHC2	1	1	1
NP_114106	AGXT2	0	Q9BYV1	AGT2	1	1	1
NP_114108	MRPS5	0	P82675	RT05	1	1	1
NP_114109	MRPL32	0	Q9BYC8	RM32	1	1	1
NP_114127	ATAD3B	0	Q5T9A4	ATD3B	1	1	1
NP_114403	MRPS24	0	Q96EL2	RT24	1	1	1
NP_115487	MRPL14	0	Q6P1L8	RM14	1	1	1
NP_115527	PCBD2	0	Q9H0N5	PHS2	1	1	1
NP_115545	ACAD11	0	Q709F0	ACD11	1	1	1
NP_115679	HSDL2	1	Q6YN16	HSDL2	1	1	1
NP_115682	ALKBH7	0	Q9BT30	ALKB7	1	1	1
NP_115685	CHCHD5	0	Q9BSY4	CHCH5	1	1	1
NP_115689	NOA1	1	Q8NC60	NOA1	1	1	1
NP_115690	COQ5	1	Q5HYK3	COQ5	1	1	1
NP_115691	SLC25A33	0	Q9BSK2	S2533	1	1	1
NP_115693	DNAJC30	0	Q96LL9	DJC30	1	1	1
NP_115716	UQCC2	1	Q9BRT2	UQCC2	1	1	1
NP_115719	CHCHD6	0	Q9BRQ6	MIC25	1	1	1
NP_115750	COA8	1	Q96IL0	COA8	1	1	1
NP_115756	GFM2	0	Q969S9	RRF2M	1	1	1
NP_115785	PINK1	1	Q9BXM7	PINK1	1	1	1
NP_115789	C15orf48	0	Q9C002	NMES1	1	1	1
NP_115865	MRPS6	0	P82932	RT06	1	1	1
NP_115866	MRPL41	0	Q8IXM3	RM41	1	1	1
NP_115867	MRPL38	0	Q96DV4	RM38	1	1	1
NP_115868	MRPL36	0	Q9P0J6	RM36	1	1	1
NP_115904	BOK	1	Q9UMX3	BOK	1	1	1
NP_115982	HINT2	1	Q9BX68	HINT2	1	1	1
NP_115990	MCEE	1	Q96PE7	MCEE	1	1	1
NP_115998	COX4I2	0	Q96KJ9	COX42	1	1	1
NP_116012	MGARP	0	Q8TDB4	HUMMR	1	1	1
NP_116052	USP30	0	Q70CQ3	UBP30	1	1	1
NP_116072	MPV17L2	0	Q567V2	M17L2	1	1	1
NP_116119	RTN4IP1	0	Q8WWV3	RT4I1	1	1	1
NP_116145	HPDL	1	Q96IR7	HPDL	1	1	1
NP_116172	CBR4	1	Q8N4T8	CBR4	1	1	1
NP_116198	MIGA2	1	Q7L4E1	MIGA2	1	1	1
NP_116199	ATAD1	1	Q8NBU5	ATAD1	1	1	1
NP_116205	CEP89	1	Q96ST8	CEP89	1	1	1
NP_116211	FAM136A	0	Q96C01	F136A	1	1	1
NP_116246	LACTB	1	P83111	LACTB	1	1	1
NP_116250	SERAC1	0	Q96JX3	SRAC1	1	1	1
NP_116295	PYURF	0	Q96I23	PREY	1	1	1
NP_149061	HDHD5	1	Q9BXW7	HDHD5	1	1	1
NP_149098	GTPBP10	0	A4D1E9	GTPBA	1	1	1
NP_149100	PNPT1	1	Q8TCS8	PNPT1	1	1	1
NP_149972	LDHAL6B	0	Q9BYZ2	LDH6B	1	1	1
NP_150592	ATP23	1	Q9Y6H3	ATP23	1	1	1
NP_150597	MRPS36	0	P82909	KGD4	1	1	1
NP_201575	SMDT1	0	Q9H4I9	EMRE	1	1	1
NP_219480	SLC25A51	0	Q9H1U9	S2551	1	1	1
NP_219500	DMAC1	1	Q96GE9	DMAC1	0.96551724137931	1	1
NP_284941	MFN1	1	Q8IWA4	MFN1	1	1	1
NP_443077	MMAB	1	Q96EY8	MMAB	1	1	1
NP_443082	GADD45GIP1	0	Q8TAE8	G45IP	1	1	1
NP_443085	ADCK2	1	Q7Z695	ADCK2	1	1	1
NP_443097	MGME1	1	Q9BQP7	MGME1	1	1	1
NP_443133	SLC25A25	0	Q6KCM7	SCMC2	1	1	1
NP_443188	ACSM1	1	Q08AH1	ACSM1	1	1	1
NP_444278	MRPL53	0	Q96EL3	RM53	1	1	1
NP_444283	THEM4	1	Q5T1C6	THEM4	1	1	1
NP_478061	YBEY	1	P58557	YBEY	1	1	1
NP_510870	COX15	1	Q7KZN9	COX15	1	1	1
NP_525022	ABCA9	1	Q8IUA7	ABCA9	1	1	1
NP_542786	ROMO1	1	P60602	ROMO1	1	1	1
NP_543011	FAM210B	0	Q96KR6	F210B	1	1	1
NP_543022	PABPC5	0	Q96DU9	PABP5	1	1	1
NP_550433	UNG	1	P13051	UNG	1	1	1
NP_550438	DGUOK	1	Q16854	DGUOK	1	1	1
NP_570972	COX7B2	0	Q8TF08	CX7B2	1	1	1
NP_573566	LRPPRC	0	P42704	LPPRC	1	1	1
NP_612366	MCU	1	Q8NE86	MCU	1	1	1
NP_612367	TIMM29	0	Q9BSF4	TIM29	1	1	1
NP_612390	OXNAD1	0	Q96HP4	OXND1	1	1	1
NP_612393	MTG1	1	Q9BT17	MTG1	1	1	1
NP_612404	MARS2	0	Q96GW9	SYMM	1	1	1
NP_612422	HOGA1	1	Q86XE5	HOGA1	1	1	1
NP_612427	MCRIP2	0	Q9BUT9	MCRI2	1	1	1
NP_612441	SDSL	1	Q96GA7	SDSL	1	1	1
NP_612455	MALSU1	0	Q96EH3	MASU1	1	1	1
NP_612501	PRELID2	0	Q8N945	PRLD2	0.925	1	1
NP_612638	HINT3	1	Q9NQE9	HINT3	1	1	1
NP_612815	BCL2L1	0	Q07817	B2CL1	1	1	1
NP_619520	DHX30	1	Q7L2E3	DHX30	1	1	1
NP_619527	BCL2L11	0	O43521	B2L11	1	1	1
NP_620116	BAX	1	Q07812	BAX	1	1	1
NP_620124	RHOT2	0	Q8IXI1	MIRO2	1	1	1
NP_620128	SLC25A46	0	Q96AG3	S2546	1	1	1
NP_620175	HIGD2A	0	Q9BW72	HIG2A	1	1	1
NP_631901	MIEF2	0	Q96C03	MID49	1	1	1
NP_640335	MTFMT	0	Q96DP5	FMT	1	1	1
NP_644812	PPTC7	1	Q8NI37	PPTC7	1	1	1
NP_647473	YME1L1	0	Q96TA2	YMEL1	1	1	1
NP_653164	RPIA	1	P49247	RPIA	1	1	1
NP_653168	ANGEL2	0	Q5VTE6	ANGE2	1	1	1
NP_653177	COQ10A	0	Q96MF6	CQ10A	1	1	1
NP_653180	SFXN5	1	Q8TD22	SFXN5	1	1	1
NP_653190	COMTD1	0	Q86VU5	CMTD1	1	1	1
NP_653214	COX6B2	0	Q6YFQ2	CX6B2	1	1	1
NP_653251	ADHFE1	0	Q8IWW8	HOT	1	1	1
NP_653337	NDUFAF7	0	Q7L592	NDUF7	1	1	1
NP_658985	NAXE	0	Q8NCW5	NNRE	1	1	1
NP_659418	IMMP1L	0	Q96LU5	IMP1L	1	1	1
NP_660213	MRPL30	0	Q8TCC3	RM30	1	1	1
NP_660286	OMA1	1	Q96E52	OMA1	1	1	1
NP_660298	MRPL10	0	Q7Z7H8	RM10	1	1	1
NP_660305	GLYCTK	0	Q8IVS8	GLCTK	1	1	1
NP_660308	CCDC127	0	Q96BQ5	CC127	1	1	1
NP_660310	SDHAF4	0	Q5VUM1	SDHF4	1	1	1
NP_660348	SLC25A43	0	Q8WUT9	S2543	1	1	1
NP_660358	AFG1L	1	Q8WV93	AFG1L	1	1	1
NP_663729	ATPAF2	0	Q8N5M1	ATPF2	1	1	1
NP_683710	ABHD11	0	Q8NFV4	ABHDB	1	1	1
NP_689481	PARS2	0	Q7L3T8	SYPM	1	1	1
NP_689620	GRPEL2	0	Q8TAA5	GRPE2	1	1	1
NP_689629	NDUFAF6	0	Q330K2	NDUF6	1	1	1
NP_689755	PPM1K	1	Q8N3J5	PPM1K	1	1	1
NP_689896	PRIMPOL	0	Q96LW4	PRIPO	1	1	1
NP_689920	SLC25A16	0	P16260	GDC	1	1	1
NP_689939	MICU2	1	Q8IYU8	MICU2	1	1	1
NP_689953	HIBADH	0	P31937	3HIDH	1	1	1
NP_694551	NAGS	1	Q8N159	NAGS	1	1	1
NP_699170	PUSL1	1	Q8N0Z8	PUSL1	1	1	1
NP_705690	LDHD	1	Q86WU2	LDHD	1	1	1
NP_710156	C2orf69	0	Q8N8R5	CB069	1	1	1
NP_714917	SETD9	1	Q8NE22	SETD9	1	1	1
NP_741999	HSCB	0	Q8IWL3	HSC20	1	1	1
NP_758454	MMAA	1	Q8IVH4	MMAA	1	1	1
NP_758455	MRPL54	0	Q6P161	RM54	1	1	1
NP_775738	MCAT	1	Q8IVS2	FABD	1	1	1
NP_775908	SLC25A41	0	Q8N5S1	S2541	1	1	1
NP_775928	C3orf33	0	Q6P1S2	CC033	1	1	1
NP_776155	FUNDC1	0	Q8IVP5	FUND1	1	1	1
NP_776188	COX18	1	Q8N8Q8	COX18	1	1	1
NP_777549	NDUFAF2	0	Q8N183	NDUF2	1	1	1
NP_777582	ADCK5	1	Q3MIX3	ADCK5	1	1	1
NP_777587	SPATA19	0	Q7Z5L4	SPT19	1	1	1
NP_783313	NDUFA11	0	Q86Y39	NDUAB	1	1	1
NP_783859	PTPMT1	0	Q8WUK0	PTPM1	1	1	1
NP_787103	ZADH2	0	Q8N4Q0	PTGR3	1	1	1
NP_789762	MRPL43	0	Q8N983	RM43	1	1	1
NP_789788	GATC	1	O43716	GATC	1	1	1
NP_803431	FTMT	1	Q8N4E7	FTMT	1	1	1
NP_808881	PDE12	1	Q6L8Q7	PDE12	1	1	1
NP_835471	NMNAT3	0	Q96T66	NMNA3	1	1	1
NP_848026	MRPL52	0	Q86TS9	RM52	1	1	1
NP_848621	SLC25A42	0	Q86VD7	S2542	1	1	1
NP_848652	NAT8L	1	Q8N9F0	NAT8L	1	1	1
NP_849158	PLD6	1	Q8N2A8	PLD6	1	1	1
NP_849189	SFXN2	1	Q96NB2	SFXN2	1	1	1
NP_852106	MRPL55	0	Q7Z7F7	RM55	1	1	1
NP_852615	MRPL21	0	Q7Z2W9	RM21	1	1	1
NP_859056	LYRM7	1	Q5U5X0	LYRM7	1	1	1
NP_859074	MICU3	1	Q86XE3	MICU3	1	1	1
NP_863654	ACOT7	0	O00154	BACH	1	1	1
NP_872282	COQ6	1	Q9Y2Z9	COQ6	1	1	1
NP_872307	MTERF4	0	Q7Z6M4	MTEF4	1	1	1
NP_872329	CMC1	1	Q7Z7K0	COXM1	1	1	1
NP_872578	MRPS9	0	P82933	RT09	1	1	1
NP_892016	COX8C	1	Q7Z4L0	COX8C	1	1	1
NP_919255	ISCA2	1	Q86U28	ISCA2	1	1	1
NP_919267	TMEM65	0	Q6PI78	TMM65	1	1	1
NP_932068	FMC1	1	Q96HJ9	FMC1	1	1	1
NP_932342	COX20	1	Q5RI15	COX20	1	1	1
NP_932346	MSRB3	1	Q8IXL7	MSRB3	1	1	1
NP_940852	APOOL	0	Q6UXV4	MIC27	1	1	1
NP_942133	ACACA	1	Q13085	ACACA	1	1	1
NP_951032	NDUFAF3	0	Q9BU61	NDUF3	1	1	1
NP_954697	METAP1D	0	Q6UB28	MAP12	1	1	1
NP_955452	POLQ	0	O75417	DPOLQ	1	1	1
NP_964011	GLYAT	1	Q6IB77	GLYAT	1	1	1
NP_976043	CHCHD1	0	Q96BP2	CHCH1	1	1	1
NP_991330	MICOS13	0	Q5XKP0	MIC13	1	1	1
NP_996531	CLYBL	1	Q8N0X4	CLYBL	1	1	1
NP_997000	SLC25A47	0	Q6Q0C1	S2547	1	1	1
NP_997211	GPAT2	1	Q6NUI2	GPAT2	1	1	1
NP_997231	SLC25A34	0	Q6PIV7	S2534	1	1	1
NP_997260	TOMM20L	0	Q6UXN7	TO20L	1	1	1
NP_997717	BOLA3	1	Q53S33	BOLA3	1	1	1
NP_998760	ISCU	1	Q9H1K1	ISCU	1	1	1
NP_998814	SFXN4	1	Q6P4A7	SFXN4	1	1	1
NP_998885	CHCHD10	0	Q8WYQ3	CHC10	1	1	1
