MitocartaID	MitocartaGene	UniprotNameMatches	UniprotBlastID	UniprotBlastName	BlastIdentity	BlastIdentityNoGaps	BlastCoverage	Type
NP_006812	ACOT2	1	P49753	ACOT2	1	1	1	non-interacting
NP_008830	IDH3B	1	O43837	IDH3B	1	1	1	non-interacting
NP_008834	PPA2	0	Q9H2U2	IPYR2	0.913173652694611	1	1	non-interacting
NP_008911	MTERF1	0	Q99551	MTEF1	1	1	1	non-interacting
NP_009014	NUDT6	1	P53370	NUDT6	1	1	1	non-interacting
NP_009129	PLPBP	0	O94903	PLPHP	1	1	1	non-interacting
NP_009133	AKAP10	0	O43572	AKA10	1	1	1	non-interacting
NP_009151	CA5B	0	Q9Y2D0	CAH5B	1	1	1	non-interacting
NP_009169	PXMP4	1	Q9Y6I8	PXMP4	1	1	1	non-interacting
NP_036216	GLUD2	0	P49448	DHE4	1	1	1	non-interacting
NP_036221	ABCB10	0	Q9NRK6	ABCBA	1	1	1	non-interacting
NP_036226	PRDX5	1	P30044	PRDX5	0.995327102803738	0.995327102803738	1	non-interacting
NP_036250	NOCT	1	Q9UK39	NOCT	1	1	1	non-interacting
NP_036292	FBXL4	1	Q9UKA2	FBXL4	1	1	1	non-interacting
NP_036313	FKBP8	1	Q14318	FKBP8	0.997578692493947	1	1	non-interacting
NP_036324	TIMM10B	0	Q9Y5J6	T10B	1	1	1	non-interacting
NP_036335	GRHPR	1	Q9UBQ7	GRHPR	1	1	1	non-interacting
NP_036345	MLYCD	0	O95822	DCMC	1	1	1	non-interacting
NP_036359	GTPBP6	0	O43824	GTPB6	0.998062015503876	0.998062015503876	1	non-interacting
NP_036360	MSRB2	1	Q9Y3D2	MSRB2	1	1	1	non-interacting
NP_036372	SIRT4	0	Q9Y6E7	SIR4	1	1	1	non-interacting
NP_036450	LETM1	1	O95202	LETM1	1	1	1	non-interacting
NP_036475	NNT	0	Q13423	NNTM	1	1	1	non-interacting
NP_036588	TIMM10	0	P62072	TIM10	1	1	1	non-interacting
NP_036590	TIMM13	0	Q9Y5L4	TIM13	1	1	1	non-interacting
NP_036591	TIMM8B	0	Q9Y5J9	TIM8B	1	1	0.846938775510204	non-interacting
NP_036592	TIMM9	0	Q9Y5J7	TIM9	1	1	1	non-interacting
NP_036605	TXN2	0	Q99757	THIOM	1	1	1	non-interacting
NP_037370	DNAJC15	0	Q9Y5T4	DJC15	1	1	1	non-interacting
NP_037379	HTRA2	1	O43464	HTRA2	1	1	1	non-interacting
NP_037460	PYCR2	0	Q96C36	P5CR2	1	1	1	non-interacting
NP_037469	TIMM22	0	Q9Y584	TIM22	1	1	1	non-interacting
NP_037518	SLC25A24	0	Q6NUK1	SCMC1	1	1	1	non-interacting
NP_037523	DMGDH	0	Q9UI17	M2GD	1	1	1	non-interacting
NP_037525	MRM2	1	Q9UI43	MRM2	1	1	1	non-interacting
NP_039269	LIG3	0	P49916	DNLI3	1	1	1	non-interacting
NP_054768	ACAD9	1	Q9H845	ACAD9	1	1	1	non-interacting
NP_054786	MACROD1	0	Q9BQ69	MACD1	1	1	1	non-interacting
NP_054861	NUDT5	1	Q9UKK9	NUDT5	1	1	1	non-interacting
NP_054884	NDUFAF4	0	Q9P032	NDUF4	1	1	1	non-interacting
NP_054887	METTL5	0	Q9NRN9	METL5	1	1	1	non-interacting
NP_054896	TIMM21	0	Q9BVV7	TIM21	1	1	1	non-interacting
NP_055049	HSD17B8	0	Q92506	DHB8	1	1	1	non-interacting
NP_055067	SLC25A15	0	Q9Y619	ORNT1	1	1	1	non-interacting
NP_055112	ETHE1	1	O95571	ETHE1	1	1	1	non-interacting
NP_055132	PDSS1	0	Q5T2R2	DPS1	1	1	1	non-interacting
NP_055139	AMACR	1	Q9UHK6	AMACR	1	1	1	non-interacting
NP_055153	PISD	1	Q9UG56	PISD	1	1	0.805333333333333	non-interacting
NP_055157	MTCH2	1	Q9Y6C9	MTCH2	1	1	1	non-interacting
NP_055177	HIBCH	1	Q6NVY1	HIBCH	1	1	1	non-interacting
NP_055182	FAM162A	0	Q96A26	F162A	1	1	1	non-interacting
NP_055199	ACAD8	1	Q9UKU7	ACAD8	1	1	1	non-interacting
NP_055205	SND1	1	Q7KZF4	SND1	1	1	1	non-interacting
NP_055209	GHITM	1	Q9H3K2	GHITM	1	1	1	non-interacting
NP_055324	SERHL2	0	Q9H4I8	SEHL2	1	1	1	non-interacting
NP_055580	TOMM20	0	Q15388	TOM20	1	1	1	non-interacting
NP_055635	TOMM70	0	O94826	TOM70	1	1	1	non-interacting
NP_055720	GLS	0	O94925	GLSK	1	1	1	non-interacting
NP_055975	PMPCA	0	Q10713	MPPA	1	1	1	non-interacting
NP_056193	VPS13D	0	Q5THJ4	VP13D	1	1	1	non-interacting
NP_056195	SAMM50	0	Q9Y512	SAM50	1	1	1	non-interacting
NP_056236	TMEM186	0	Q96B77	TM186	1	1	1	non-interacting
NP_056284	NIPSNAP3A	0	Q9UFN0	NPS3A	1	1	1	non-interacting
NP_056303	PNKD	1	Q8N490	PNKD	1	1	1	non-interacting
NP_056325	DHRS7B	0	Q6IAN0	DRS7B	1	1	1	non-interacting
NP_056338	REXO2	0	Q9Y3B8	ORN	1	1	1	non-interacting
NP_056360	PTCD1	1	O75127	PTCD1	1	1	1	non-interacting
NP_056362	ACOT11	0	Q8WXI4	ACO11	1	1	1	non-interacting
NP_056375	OPA1	1	O60313	OPA1	1	1	1	non-interacting
NP_056481	MTG2	1	Q9H4K7	MTG2	1	1	1	non-interacting
NP_056494	TRUB2	1	O95900	TRUB2	1	1	1	non-interacting
NP_056512	COQ2	1	Q96H96	COQ2	0.997304582210243	0.997304582210243	0.881235154394299	non-interacting
NP_056517	MMADHC	0	Q9H3L0	MMAD	1	1	1	non-interacting
NP_056991	LAP3	0	P28838	AMPL	1	1	1	non-interacting
NP_057026	MTERF3	0	Q96E29	MTEF3	1	1	1	non-interacting
NP_057071	HEBP1	1	Q9NRV9	HEBP1	1	1	1	non-interacting
NP_057095	MECR	1	Q9BV79	MECR	0.997319034852547	0.997319034852547	1	non-interacting
NP_057104	TFB1M	1	Q8WVM0	TFB1M	1	1	1	non-interacting
NP_057111	LACTB2	0	Q53H82	LACB2	1	1	1	non-interacting
NP_057119	COQ4	1	Q9Y3A0	COQ4	0.99622641509434	0.99622641509434	1	non-interacting
NP_057128	FAHD2A	0	Q96GK7	FAH2A	1	1	1	non-interacting
NP_057152	FIS1	1	Q9Y3D6	FIS1	1	1	1	non-interacting
NP_057153	PAM16	0	Q9Y3D7	TIM16	1	1	1	non-interacting
NP_057158	BOLA1	1	Q9Y3E2	BOLA1	1	1	1	non-interacting
NP_057161	PTRH2	0	Q9Y3E5	PTH2	1	1	1	non-interacting
NP_057164	GLOD4	1	Q9HC38	GLOD4	0.896875	0.986254295532646	1	non-interacting
NP_057170	STYXL1	0	Q9Y6J8	STYL1	1	1	1	non-interacting
NP_057223	CHCHD2	0	Q9Y6H1	CHCH2	1	1	1	non-interacting
NP_057257	HEMK1	1	Q9Y5R4	HEMK1	1	1	1	non-interacting
NP_057395	ATP5IF1	0	Q9UII2	ATIF1	1	1	1	non-interacting
NP_057444	TACO1	1	Q9BSH4	TACO1	1	1	1	non-interacting
NP_057445	ACP6	0	Q9NPH0	PPA6	1	1	1	non-interacting
NP_057483	TRIAP1	0	O43715	TRIA1	1	1	1	non-interacting
NP_057501	GLRX5	1	Q86SX6	GLRX5	1	1	1	non-interacting
NP_057582	MTFP1	1	Q9UDX5	MTFP1	1	1	1	non-interacting
NP_057649	COA4	1	Q9NYJ1	COA4	1	1	1	non-interacting
NP_057673	TIMMDC1	0	Q9NPL8	TIDC1	1	1	1	non-interacting
NP_057691	ARMCX3	0	Q9UH62	ARMX3	1	1	1	non-interacting
NP_057692	ARMCX1	0	Q9P291	ARMX1	1	1	1	non-interacting
NP_057696	SLC25A37	0	Q9NYZ2	MFRN1	1	1	1	non-interacting
NP_059117	COQ3	1	Q9NZJ6	COQ3	1	1	1	non-interacting
NP_060017	FOXRED1	0	Q96CU9	FXRD1	1	1	1	non-interacting
NP_060116	TRIT1	0	Q9H3H1	MOD5	1	1	1	non-interacting
NP_060225	NSUN2	1	Q08J23	NSUN2	1	1	1	non-interacting
NP_060282	CHCHD3	0	Q9NX63	MIC19	1	1	1	non-interacting
NP_060289	TRMT10C	0	Q7L0Y3	TM10C	1	1	1	non-interacting
NP_060294	MARCHF5	0	Q9NX47	MARH5	1	1	1	non-interacting
NP_060303	DNAJC28	0	Q9NX36	DJC28	1	1	1	non-interacting
NP_060311	SDHAF2	0	Q9NX18	SDHF2	1	1	1	non-interacting
NP_060336	TMEM70	0	Q9BUB7	TMM70	1	1	1	non-interacting
NP_060342	THG1L	0	Q9NWX6	THG1	1	1	1	non-interacting
NP_060345	SLC25A38	0	Q96DW6	S2538	1	1	1	non-interacting
NP_060358	ACSM5	1	Q6NUN0	ACSM5	1	1	1	non-interacting
NP_060367	OXSM	1	Q9NWU1	OXSM	1	1	1	non-interacting
NP_060368	MTARC2	0	Q969Z3	MARC2	1	1	1	non-interacting
NP_060380	TRMT61B	0	Q9BVS5	TR61B	1	1	1	non-interacting
NP_060388	MCUB	1	Q9NWR8	MCUB	1	1	1	non-interacting
NP_060389	STX17	1	P56962	STX17	1	1	1	non-interacting
NP_060422	PTCD3	1	Q96EY7	PTCD3	1	1	1	non-interacting
NP_060460	PDPR	1	Q8NCN5	PDPR	1	1	1	non-interacting
NP_060579	MTPAP	0	Q9NVV4	PAPD1	1	1	1	non-interacting
NP_060599	PNPO	1	Q9NVS9	PNPO	1	1	1	non-interacting
NP_060615	RMDN3	0	Q96TC7	RMD3	1	1	1	non-interacting
NP_060616	MRM3	1	Q9HC36	MRM3	1	1	1	non-interacting
NP_060666	TMLHE	0	Q9NVH6	TMLH	1	1	1	non-interacting
NP_060668	DNAJC11	0	Q9NVH1	DJC11	1	1	1	non-interacting
NP_060694	COA1	1	Q9GZY4	COA1	1	1	1	non-interacting
NP_060708	AGK	1	Q53H12	AGK	1	1	1	non-interacting
NP_060714	UQCC1	1	Q9NVA1	UQCC1	1	1	1	non-interacting
NP_060743	TMEM143	0	Q96AN5	TM143	1	1	1	non-interacting
NP_060762	QRSL1	0	Q9H0R6	GATA	1	1	1	non-interacting
NP_060809	RFK	0	Q969G6	RIFK	1	1	1	non-interacting
NP_060816	RSAD1	1	Q9HA92	RSAD1	1	1	1	non-interacting
NP_060831	AGPAT5	0	Q9NUQ2	PLCE	1	1	1	non-interacting
NP_060843	SYNJ2BP	0	P57105	SYJ2B	1	1	1	non-interacting
NP_060846	NIPSNAP3B	0	Q9BS92	NPS3B	1	1	1	non-interacting
NP_060850	DDX28	1	Q9NUL7	DDX28	1	1	1	non-interacting
NP_060864	ABHD10	0	Q9NUJ1	ABHDA	1	1	1	non-interacting
NP_060867	CHDH	1	Q8NE62	CHDH	1	1	1	non-interacting
NP_060934	CISD1	1	Q9NZ45	CISD1	1	1	1	non-interacting
NP_060935	PLGRKT	0	Q9HBL7	PLRKT	1	1	1	non-interacting
NP_060943	ACOT13	0	Q9NPJ3	ACO13	1	1	1	non-interacting
NP_061092	PARL	1	Q9H300	PARL	1	1	1	non-interacting
NP_061133	PXMP2	1	Q9NR77	PXMP2	1	1	1	non-interacting
NP_061176	DHTKD1	0	Q96HY7	DHTK1	0.998911860718172	0.998911860718172	1	non-interacting
NP_061331	SLC25A40	0	Q8TBP6	S2540	1	1	1	non-interacting
NP_061820	CYCS	0	P99999	CYC	1	1	1	non-interacting
NP_061881	MIEF1	0	Q9NQG6	MID51	1	1	1	non-interacting
NP_061914	MTRF1L	0	Q9UGC7	RF1ML	1	1	1	non-interacting
NP_061932	TOMM7	0	Q9P0U1	TOM7	1	1	1	non-interacting
NP_061968	CRLS1	1	Q9UJA2	CRLS1	1	1	1	non-interacting
NP_064518	AGPAT4	0	Q9NRZ5	PLCD	1	1	1	non-interacting
NP_064536	STARD7	0	Q9NQZ5	STAR7	1	1	1	non-interacting
NP_064551	MCCC1	0	Q96RQ3	MCCA	1	1	1	non-interacting
NP_064571	SDHAF3	0	Q9NRP4	SDHF3	1	1	1	non-interacting
NP_064573	CMC2	1	Q9NRP2	COXM2	1	1	1	non-interacting
NP_064580	SDR39U1	0	Q9NRG7	D39U1	1	1	1	non-interacting
NP_064586	NT5M	1	Q9NPB1	NT5M	1	1	1	non-interacting
NP_064587	NIT2	1	Q9NQR4	NIT2	1	1	1	non-interacting
NP_064628	TOMM22	0	Q9NS69	TOM22	1	1	1	non-interacting
NP_064629	CHPT1	1	Q8WUD6	CHPT1	1	1	1	non-interacting
NP_064632	COQ8A	1	Q8NI60	COQ8A	1	1	1	non-interacting
NP_064695	AKR1B10	0	O60218	AK1BA	1	1	1	non-interacting
NP_064708	COQ9	1	O75208	COQ9	1	1	1	non-interacting
NP_065114	PDSS2	0	Q86YH6	DLP1	1	1	1	non-interacting
NP_065129	BCL2L10	0	Q9HD36	B2L10	1	1	1	non-interacting
NP_065141	LYRM4	1	Q9HD34	LYRM4	1	1	1	non-interacting
NP_065154	ADCK1	1	Q86TW2	ADCK1	0.986792452830189	1	1	non-interacting
NP_065199	LYRM2	1	Q9NU23	LYRM2	1	1	1	non-interacting
NP_065777	NLN	0	Q9BYT8	NEUL	1	1	1	non-interacting
NP_065837	PDP2	1	Q9P2J9	PDP2	1	1	1	non-interacting
NP_065861	TRMT5	0	Q32P41	TRM5	1	1	1	non-interacting
NP_065956	RDH14	1	Q9HBH5	RDH14	1	1	1	non-interacting
NP_066270	CKMT1B	0	P12532	KCRU	1	1	1	non-interacting
NP_066950	PMAIP1	0	Q13794	APR	1	1	1	non-interacting
NP_067055	PRODH2	0	Q9UF12	HYPDH	1	1	1	non-interacting
NP_067653	MYG1	1	Q9HB07	MYG1	0.99468085106383	0.99468085106383	1	non-interacting
NP_068598	FASTKD5	0	Q7L8L6	FAKD5	1	1	1	non-interacting
NP_068605	UCP1	1	P25874	UCP1	1	1	1	non-interacting
NP_068746	GUF1	1	Q8N442	GUF1	1	1	1	non-interacting
NP_068758	FKBP10	0	Q96AY3	FKB10	1	1	1	non-interacting
NP_068779	MCL1	1	Q07820	MCL1	1	1	1	non-interacting
NP_071355	NSUN3	1	Q9H649	NSUN3	1	1	1	non-interacting
NP_071381	XPNPEP3	0	Q9NQH7	XPP3	1	1	1	non-interacting
NP_071403	OXCT2	0	Q9BYC2	SCOT2	1	1	1	non-interacting
NP_071413	GOLPH3	0	Q9H4A6	GOLP3	1	1	1	non-interacting
NP_071415	MCCC2	0	Q9HCC0	MCCB	1	1	1	non-interacting
NP_071736	PDF	0	Q9HBH1	DEFM	1	1	1	non-interacting
NP_071748	OSGEPL1	0	Q9H4B0	OSGL1	1	1	1	non-interacting
NP_071761	TFB2M	1	Q9H5Q4	TFB2M	1	1	1	non-interacting
NP_073571	METTL17	0	Q9H7H0	MET17	1	1	1	non-interacting
NP_073583	MTARC1	0	Q5VT66	MARC1	1	1	1	non-interacting
NP_073591	SFXN1	1	Q9H9B4	SFXN1	1	1	1	non-interacting
NP_073751	METTL4	0	Q8N3J2	METL4	1	1	1	non-interacting
NP_075059	NT5DC2	0	Q9H857	NT5D2	1	1	1	non-interacting
NP_075565	COA7	1	Q96BR5	COA7	1	1	1	non-interacting
NP_076423	FUNDC2	0	Q9BWH2	FUND2	1	1	1	non-interacting
NP_076996	FASTKD3	0	Q14CZ7	FAKD3	1	1	1	non-interacting
NP_077008	SLC25A23	0	Q9BV35	SCMC3	1	1	1	non-interacting
NP_077025	NDUFAF5	0	Q5TEU4	NDUF5	1	1	1	non-interacting
NP_077027	APOO	0	Q9BUR5	MIC26	1	1	1	non-interacting
NP_077733	PGS1	1	Q32NB8	PGPS1	1	1	1	non-interacting
NP_078796	MAIP1	1	Q8WWC4	MAIP1	1	1	1	non-interacting
NP_078813	CARS2	0	Q9HA77	SYCM	1	1	1	non-interacting
NP_078820	MUL1	1	Q969V5	MUL1	1	1	1	non-interacting
NP_078836	ACSS3	1	Q9H6R3	ACSS3	1	1	1	non-interacting
NP_078898	FASTKD1	0	Q53R41	FAKD1	1	1	1	non-interacting
NP_078903	RTL10	0	Q7L3V2	BOP	1	1	1	non-interacting
NP_078916	YRDC	1	Q86U90	YRDC	1	1	1	non-interacting
NP_078959	TEFM	1	Q96QE5	TEFM	1	1	1	non-interacting
NP_078969	ECHDC3	0	Q96DC8	ECHD3	0.993399339933993	0.993399339933993	1	non-interacting
NP_079034	AGMAT	0	Q9BSE5	SPEB	1	1	1	non-interacting
NP_079046	METTL8	0	Q9H825	METL8	1	1	0.705159705159705	non-interacting
NP_079081	RBFA	1	Q8N0V3	RBFA	1	1	1	non-interacting
NP_079114	THNSL1	0	Q8IYQ7	THNS1	1	1	1	non-interacting
NP_079140	MRM1	1	Q6IN84	MRM1	1	1	1	non-interacting
NP_079160	L2HGDH	0	Q9H9P8	L2HDH	1	1	1	non-interacting
NP_079235	SLC8B1	0	Q6J4K2	NCLX	1	1	1	non-interacting
NP_079236	PANK2	1	Q9BZ23	PANK2	1	1	1	non-interacting
NP_079272	GFM1	0	Q96RP9	EFGM	1	1	1	non-interacting
NP_079412	OPA3	1	Q9H6K4	OPA3	1	1	1	non-interacting
NP_079423	COQ10B	0	Q9H8M1	CQ10B	1	1	1	non-interacting
NP_079472	GRPEL1	0	Q9HAV7	GRPE1	1	1	1	non-interacting
NP_079478	EFHD1	1	Q9BUP0	EFHD1	1	1	1	non-interacting
NP_085056	CYB5B	1	O43169	CYB5B	1	1	1	non-interacting
NP_110407	SLC25A32	0	Q9H2D1	MFTC	1	1	1	non-interacting
NP_112202	ISCA1	1	Q9BUE6	ISCA1	1	1	1	non-interacting
NP_112233	SFXN3	1	Q9BWM7	SFXN3	1	1	0.987692307692308	non-interacting
NP_112485	FAHD1	1	Q6P587	FAHD1	1	1	1	non-interacting
NP_112486	QTRT1	0	Q9BXR0	TGT	1	1	1	non-interacting
NP_112489	SLC25A28	0	Q96A46	MFRN2	1	1	1	non-interacting
NP_112496	HDHD3	1	Q9BSH5	HDHD3	1	1	1	non-interacting
NP_112581	SLC25A31	0	Q9H0C2	ADT4	1	1	1	non-interacting
NP_113642	SELENOO	0	Q9BVL4	SELO	1	1	1	non-interacting
NP_113651	HSDL1	1	Q3SXM5	HSDL1	1	1	1	non-interacting
NP_113669	SLC25A18	0	Q9H1K4	GHC2	1	1	1	non-interacting
NP_114106	AGXT2	0	Q9BYV1	AGT2	1	1	1	non-interacting
NP_114127	ATAD3B	0	Q5T9A4	ATD3B	1	1	1	non-interacting
NP_115527	PCBD2	0	Q9H0N5	PHS2	1	1	1	non-interacting
NP_115545	ACAD11	0	Q709F0	ACD11	1	1	1	non-interacting
NP_115679	HSDL2	1	Q6YN16	HSDL2	1	1	1	non-interacting
NP_115682	ALKBH7	0	Q9BT30	ALKB7	1	1	1	non-interacting
NP_115685	CHCHD5	0	Q9BSY4	CHCH5	1	1	1	non-interacting
NP_115689	NOA1	1	Q8NC60	NOA1	1	1	1	non-interacting
NP_115690	COQ5	1	Q5HYK3	COQ5	1	1	1	non-interacting
NP_115691	SLC25A33	0	Q9BSK2	S2533	1	1	1	non-interacting
NP_115693	DNAJC30	0	Q96LL9	DJC30	1	1	1	non-interacting
NP_115716	UQCC2	1	Q9BRT2	UQCC2	1	1	1	non-interacting
NP_115719	CHCHD6	0	Q9BRQ6	MIC25	1	1	1	non-interacting
NP_115750	COA8	1	Q96IL0	COA8	1	1	1	non-interacting
NP_115785	PINK1	1	Q9BXM7	PINK1	1	1	1	non-interacting
NP_115789	C15orf48	0	Q9C002	NMES1	1	1	1	non-interacting
NP_115904	BOK	1	Q9UMX3	BOK	1	1	1	non-interacting
NP_115982	HINT2	1	Q9BX68	HINT2	1	1	1	non-interacting
NP_115990	MCEE	1	Q96PE7	MCEE	1	1	1	non-interacting
NP_116012	MGARP	0	Q8TDB4	HUMMR	1	1	1	non-interacting
NP_116052	USP30	0	Q70CQ3	UBP30	1	1	1	non-interacting
NP_116072	MPV17L2	0	Q567V2	M17L2	1	1	1	non-interacting
NP_116119	RTN4IP1	0	Q8WWV3	RT4I1	1	1	1	non-interacting
NP_116145	HPDL	1	Q96IR7	HPDL	1	1	1	non-interacting
NP_116172	CBR4	1	Q8N4T8	CBR4	1	1	1	non-interacting
NP_116198	MIGA2	1	Q7L4E1	MIGA2	1	1	1	non-interacting
NP_116199	ATAD1	1	Q8NBU5	ATAD1	1	1	1	non-interacting
NP_116205	CEP89	1	Q96ST8	CEP89	1	1	1	non-interacting
NP_116211	FAM136A	0	Q96C01	F136A	1	1	1	non-interacting
NP_116246	LACTB	1	P83111	LACTB	1	1	1	non-interacting
NP_116250	SERAC1	0	Q96JX3	SRAC1	1	1	1	non-interacting
NP_116295	PYURF	0	Q96I23	PREY	1	1	1	non-interacting
NP_149061	HDHD5	1	Q9BXW7	HDHD5	1	1	1	non-interacting
NP_149098	GTPBP10	0	A4D1E9	GTPBA	1	1	1	non-interacting
NP_149100	PNPT1	1	Q8TCS8	PNPT1	1	1	1	non-interacting
NP_149972	LDHAL6B	0	Q9BYZ2	LDH6B	1	1	1	non-interacting
NP_150592	ATP23	1	Q9Y6H3	ATP23	1	1	1	non-interacting
NP_150597	MRPS36	0	P82909	KGD4	1	1	1	non-interacting
NP_201575	SMDT1	0	Q9H4I9	EMRE	1	1	1	non-interacting
NP_219480	SLC25A51	0	Q9H1U9	S2551	1	1	1	non-interacting
NP_219500	DMAC1	1	Q96GE9	DMAC1	0.96551724137931	1	1	non-interacting
NP_284941	MFN1	1	Q8IWA4	MFN1	1	1	1	non-interacting
NP_443077	MMAB	1	Q96EY8	MMAB	1	1	1	non-interacting
NP_443082	GADD45GIP1	0	Q8TAE8	G45IP	1	1	1	non-interacting
NP_443085	ADCK2	1	Q7Z695	ADCK2	1	1	1	non-interacting
NP_443097	MGME1	1	Q9BQP7	MGME1	1	1	1	non-interacting
NP_443188	ACSM1	1	Q08AH1	ACSM1	1	1	1	non-interacting
NP_444283	THEM4	1	Q5T1C6	THEM4	1	1	1	non-interacting
NP_478061	YBEY	1	P58557	YBEY	1	1	1	non-interacting
NP_510870	COX15	1	Q7KZN9	COX15	1	1	1	non-interacting
NP_525022	ABCA9	1	Q8IUA7	ABCA9	1	1	1	non-interacting
NP_542786	ROMO1	1	P60602	ROMO1	1	1	1	non-interacting
NP_543011	FAM210B	0	Q96KR6	F210B	1	1	1	non-interacting
NP_543022	PABPC5	0	Q96DU9	PABP5	1	1	1	non-interacting
NP_550433	UNG	1	P13051	UNG	1	1	1	non-interacting
NP_550438	DGUOK	1	Q16854	DGUOK	1	1	1	non-interacting
NP_570972	COX7B2	0	Q8TF08	CX7B2	1	1	1	non-interacting
NP_573566	LRPPRC	0	P42704	LPPRC	1	1	1	non-interacting
NP_612366	MCU	1	Q8NE86	MCU	1	1	1	non-interacting
NP_612367	TIMM29	0	Q9BSF4	TIM29	1	1	1	non-interacting
NP_612390	OXNAD1	0	Q96HP4	OXND1	1	1	1	non-interacting
NP_612393	MTG1	1	Q9BT17	MTG1	1	1	1	non-interacting
NP_612422	HOGA1	1	Q86XE5	HOGA1	1	1	1	non-interacting
NP_612427	MCRIP2	0	Q9BUT9	MCRI2	1	1	1	non-interacting
NP_612441	SDSL	1	Q96GA7	SDSL	1	1	1	non-interacting
NP_612455	MALSU1	0	Q96EH3	MASU1	1	1	1	non-interacting
NP_612501	PRELID2	0	Q8N945	PRLD2	0.925	1	1	non-interacting
NP_612638	HINT3	1	Q9NQE9	HINT3	1	1	1	non-interacting
NP_612815	BCL2L1	0	Q07817	B2CL1	1	1	1	non-interacting
NP_619520	DHX30	1	Q7L2E3	DHX30	1	1	1	non-interacting
NP_620116	BAX	1	Q07812	BAX	1	1	1	non-interacting
NP_620124	RHOT2	0	Q8IXI1	MIRO2	1	1	1	non-interacting
NP_620128	SLC25A46	0	Q96AG3	S2546	1	1	1	non-interacting
NP_620149	LYPLAL1	0	Q5VWZ2	LYPL1	0.9957805907173	0.9957805907173	1	non-interacting
NP_620175	HIGD2A	0	Q9BW72	HIG2A	1	1	1	non-interacting
NP_631901	MIEF2	0	Q96C03	MID49	1	1	1	non-interacting
NP_640335	MTFMT	0	Q96DP5	FMT	1	1	1	non-interacting
NP_644812	PPTC7	1	Q8NI37	PPTC7	1	1	1	non-interacting
NP_647473	YME1L1	0	Q96TA2	YMEL1	1	1	1	non-interacting
NP_653164	RPIA	1	P49247	RPIA	1	1	1	non-interacting
NP_653168	ANGEL2	0	Q5VTE6	ANGE2	1	1	1	non-interacting
NP_653177	COQ10A	0	Q96MF6	CQ10A	1	1	1	non-interacting
NP_653180	SFXN5	1	Q8TD22	SFXN5	1	1	1	non-interacting
NP_653190	COMTD1	0	Q86VU5	CMTD1	1	1	1	non-interacting
NP_653251	ADHFE1	0	Q8IWW8	HOT	1	1	1	non-interacting
NP_653337	NDUFAF7	0	Q7L592	NDUF7	1	1	1	non-interacting
NP_658985	NAXE	0	Q8NCW5	NNRE	1	1	1	non-interacting
NP_659418	IMMP1L	0	Q96LU5	IMP1L	1	1	1	non-interacting
NP_660286	OMA1	1	Q96E52	OMA1	1	1	1	non-interacting
NP_660305	GLYCTK	0	Q8IVS8	GLCTK	1	1	1	non-interacting
NP_660308	CCDC127	0	Q96BQ5	CC127	1	1	1	non-interacting
NP_660310	SDHAF4	0	Q5VUM1	SDHF4	1	1	1	non-interacting
NP_660325	SLC25A48	0	Q6ZT89	S2548	1	1	0.89171974522293	non-interacting
NP_660348	SLC25A43	0	Q8WUT9	S2543	1	1	1	non-interacting
NP_660358	AFG1L	1	Q8WV93	AFG1L	1	1	1	non-interacting
NP_663729	ATPAF2	0	Q8N5M1	ATPF2	1	1	1	non-interacting
NP_683710	ABHD11	0	Q8NFV4	ABHDB	1	1	1	non-interacting
NP_689620	GRPEL2	0	Q8TAA5	GRPE2	1	1	1	non-interacting
NP_689629	NDUFAF6	0	Q330K2	NDUF6	1	1	1	non-interacting
NP_689755	PPM1K	1	Q8N3J5	PPM1K	1	1	1	non-interacting
NP_689896	PRIMPOL	0	Q96LW4	PRIPO	1	1	1	non-interacting
NP_689920	SLC25A16	0	P16260	GDC	1	1	1	non-interacting
NP_689939	MICU2	1	Q8IYU8	MICU2	1	1	1	non-interacting
NP_689953	HIBADH	0	P31937	3HIDH	1	1	1	non-interacting
NP_694551	NAGS	1	Q8N159	NAGS	1	1	1	non-interacting
NP_699170	PUSL1	1	Q8N0Z8	PUSL1	1	1	1	non-interacting
NP_705690	LDHD	1	Q86WU2	LDHD	1	1	1	non-interacting
NP_710156	C2orf69	0	Q8N8R5	CB069	1	1	1	non-interacting
NP_714917	SETD9	1	Q8NE22	SETD9	1	1	1	non-interacting
NP_741999	HSCB	0	Q8IWL3	HSC20	1	1	1	non-interacting
NP_758454	MMAA	1	Q8IVH4	MMAA	1	1	1	non-interacting
NP_775738	MCAT	1	Q8IVS2	FABD	1	1	1	non-interacting
NP_775908	SLC25A41	0	Q8N5S1	S2541	1	1	1	non-interacting
NP_775928	C3orf33	0	Q6P1S2	CC033	1	1	1	non-interacting
NP_776155	FUNDC1	0	Q8IVP5	FUND1	1	1	1	non-interacting
NP_776188	COX18	1	Q8N8Q8	COX18	1	1	1	non-interacting
NP_777549	NDUFAF2	0	Q8N183	NDUF2	1	1	1	non-interacting
NP_777582	ADCK5	1	Q3MIX3	ADCK5	1	1	1	non-interacting
NP_777587	SPATA19	0	Q7Z5L4	SPT19	1	1	1	non-interacting
NP_783859	PTPMT1	0	Q8WUK0	PTPM1	1	1	1	non-interacting
NP_787103	ZADH2	0	Q8N4Q0	PTGR3	1	1	1	non-interacting
NP_789788	GATC	1	O43716	GATC	1	1	1	non-interacting
